Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
In Honor of the Man of Wonders (En Honor Del Señor de las Maravillas),José-Guadalupe Posada,(Mexican),(1852),(1913),(Male),1904,Prints & Illustrated Books
"Nile Delta, Egypt",Dorothea Lange,(American),(1895),(1965),(Female),1963,Photography
"Seagram Building, New York City, New York, Plaza sculpture sketch",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1954-1958,Architecture & Design
Three Women III,Christopher Wool,(American),(1955),,(Male),2006,Prints & Illustrated Books
"Green Ground, Blue Disc",Adolph Gottlieb,(American),(1903),(1974),(Male),1966,Prints & Illustrated Books
The Wild Boar,Gabor Peterdi,(American),(1915),(2001),(Male),1935,Prints & Illustrated Books
"UPSIDEDOWN (plate, folio 4) from PINK JELLY",Kinji Akagawa,(Japanese),(1940),,(Male),1965-1966,Prints & Illustrated Books
Naming Tokyo (part II),Aleksandra Mir,(American),(1967),,(Female),2003,Prints & Illustrated Books
D.E.d.A.6 from Courage to Print (Mut zum Druck),Martin Kippenberger,(German),(1953),(1997),(Male),1990,Prints & Illustrated Books
"Windermere, from Low-Wood Inn",Francis Frith,(British),(1822),(1898),(Male),c. 1860,Photography
"Imperial Exposition of the German Textile and Garment Industry, Berlin, Germany (Elevations, plan, and sections. Tables for textile designs. Industrial fabrics grouping.
)",Lilly Reich,(German),(1885),(1947),(Female),1937,Architecture & Design
Untitled from Ephemera,Christian Marclay,(American),(1955),,(Male),2009,Prints & Illustrated Books
25 Years (25 Ans),Christian Fossier,(French),(1943),(2013),(Male),1968,Prints & Illustrated Books
"DECEMBER (headpiece, page 63) from ALMANACH DES LETTRES ET DES ARTS",Raoul Dufy,(French),(1877),(1953),(Male),1917,Prints & Illustrated Books
Boustrophedon (Ox-Turning),Esti Schur,(Israeli),,,(Female),1979,Prints & Illustrated Books
"The Brown Sisters, Harwich Port, Massachusetts",Nicholas Nixon,(American),(1947),,(Male),1978,Photography
Laes Politiken,Per Arnoldi,(Danish),(1941),,(Male),1979,Architecture & Design
"Untitled, no. 4 of 34, from the illustrated book, Ode à l'Oubli",Louise Bourgeois,(American),(1911),(2010),(Female),2004,Prints & Illustrated Books
"Novyi LEF. Zhurnal levogo fronta iskusstv (New LEF: Journal of the Left Front of the Arts), no. 3",Aleksandr Rodchenko,(Russian),(1891),(1956),(Male),1928,Prints & Illustrated Books
"""Paris Unfolds"" Map",Stephan Van Dam,(American),(1959),,(Male),1984,Architecture & Design
Sketchbook,Hans Poelzig,(German),(1869),(1936),(Male),1919-1922,Architecture & Design
In-text plate (folios 37 verso and 38 recto) from In Memory of My Feelings,John Button,(American),(1930),(1982),(Male),1967,Prints & Illustrated Books
Untitled #5,Vija Celmins,(American),(1938),,(Female),2016,Prints & Illustrated Books
Plate (folio 38) from MICROCOSME,Zwi Milshtein,(Israeli),(1934),,(Male),1965,Prints & Illustrated Books
Ursula 61,Paul Wunderlich,(German),(1927),(2010),(Male),(1961),Prints & Illustrated Books
Strong Winds Blow in Western Ireland,Dorothea Lange,(American),(1895),(1965),(Female),1954,Photography
Green Spots,Tomma Abts,(German),(1967),,(Female),1996,Drawings
Drawing for With Energy Beyond These Walls,Juan Downey,(Chilean),(1940),(1993),(Male),1969,Drawings
Poster of the French National Railroad,Album-miscellaneous,(Various),,,(),1900-1943,Architecture & Design
"Abandoned Windbreak on the West Side of Fontana, California",Robert Adams,(American),(1937),,(Male),1983,Photography
In-text plate (page 37) from PANTAGRUEL,André Derain,(French),(1880),(1954),(Male),1943,Prints & Illustrated Books
"Roaring Mountain, Yellowstone National Park",Ansel Adams,(American),(1902),(1984),(Male),1948,Photography
"Urban Proposal with Multi Thin-Shell Capsules, project (Scale model)",Daniel Grataloup,(Swiss),(1937),,(Male),1974,Architecture & Design
European Diary,Howard Guttenplan,(American),(1934),(2015),(Male),1979,Film
Exposition Vallauris,Pablo Picasso,(Spanish),(1881),(1973),(Male),c.1953,Architecture & Design
"Nobilissima Visione or St. Francis, design for ballet (Backdrop for Scene IV/Backdrop (Scene V) with sketches of Hands )",Pavel Tchelitchew,(American),(1898),(1957),(Male),1938,Drawings
Plate (folio 15) from LA MÉTROMANIE,Jean Dubuffet,(French),(1901),(1985),(Male),1949-1950,Prints & Illustrated Books
"Irène and Frédéric Joliot-Curie, Paris",Henri Cartier-Bresson,(French),(1908),(2004),(Male),1945,Photography
Cancellation proof for In a Chiaroscuro from The Blue Guitar,David Hockney,(British),(1937),,(Male),1977,Prints & Illustrated Books
"Anele, 'Anza' Khaba, KwaThema Community Hall, Springs, Johannesburg",Zanele Muholi,(South African),(1972),,(Female),2011,Photography
In-text plate (folio 17) from LA MÉTROMANIE,Jean Dubuffet,(French),(1901),(1985),(Male),1949-1950,Prints & Illustrated Books
Shot Glasses,Kaj Franck,(Finnish),(1911),(1989),(Male),1953,Architecture & Design
Untitled. (men emptying cotton bags),Dorothea Lange,(American),(1895),(1965),(Female),1940,Photography
Fraternity Student,August Sander,(German),(1876),(1964),(Male),1925,Photography
ÉTAMPES. PETIT PORCHE HÔTEL DIEU,Eugène Atget,(French),(1857),(1927),(Male),1907,Photography
Officers on the Lookout at Cathcart's Hill,Roger Fenton,(British),(1819),(1869),(Male),1855,Photography
Untitled,Unknown,(),,,(),c. 1938-1960,Photography
"Camargue, X",Fritz Koenig,(German),(1924),,(Male),1958,Painting & Sculpture
Tailpiece (page 89) from FLORILÈGE DES AMOURS,Henri Matisse,(French),(1869),(1954),(Male),1941-1948,Prints & Illustrated Books
Dognat' i peregnat' v tekhniko-ekonomicheskom otnoshenii peredovye kapitalisticheskie strany v 10 let. 70 kartinnye diagrammna otkrytkakh,Unknown,(),,,(),1931,Prints & Illustrated Books
Coffee Pot,Paul Haustein,(German),(1880),(1944),(Male),c. 1904,Architecture & Design
Turning Out the Light from New York City Life,John Sloan,(American),(1871),(1951),(Male),1905,Prints & Illustrated Books
How to Play Baseball,Jack Kinney,(American),(1909),(1992),(Male),1942,Film
Contribuir para A Criação da Grande Siderurgia e Tomar Parte Ativa na Emancipação Econômica do Brasil,Monteiro Filho,(Brazilian),(1925),,(Male),c.1946,Architecture & Design
How to Read from In Our Time: Covers for a Small Library After the Life for the Most Part,R. B. Kitaj,(American),(1932),(2007),(Male),1969,Prints & Illustrated Books
Headpiece (page 89) from SAINTE MONIQUE,Pierre Bonnard,(French),(1867),(1947),(Male),1920-1930,Prints & Illustrated Books
Untitled,Rudy Burckhardt,(American),(1914),(1999),(Male),1940,Photography
Chair without Arms. Chair Details. (Perspective and elevation sketches),Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),c.1929,Architecture & Design
Yosemite in Winter,Ansel Adams,(American),(1902),(1984),(Male),1933,Photography
Headpiece (folio 33) from LES AMOURS,Émile Bernard,(French),(1868),(1941),(Male),1915,Prints & Illustrated Books
Parnassus,D-L Alvarez,(American),(1965),,(Male),2003,Drawings
"Man and Woman, Yokohama",Daido Moriyama,(Japanese),(1938),,(Male),1969,Photography
Untitled from Cardinations,Jo Baer,(American),(1929),,(Female),1974,Prints & Illustrated Books
"Spidoléine, Sécurité",A. M. Cassandre,(French),(1901),(1968),(Male),1932,Architecture & Design
Careless Talk Costs Lives - Strictly between these four walls,Fougasse (Cyril Kenneth Bird),(British),(1887),(1965),(Male),1940,Architecture & Design
"Tracing on Mylar for Triptych for the Red Room, Center Panel (B)",Louise Bourgeois,(American),(1911),(2010),(Female),1994,Prints & Illustrated Books
"Memento (in-text plate, folio 15) from Oda a Lorca",Antonio Frasconi,(American),(1919),(2013),(Male),1962,Prints & Illustrated Books
"Musketeer Sitting Down with a Young Boy and Recalling His Life (Mousquetaire attablé avec un jeune garçon, évoquant sa vie) from Suite 347",Pablo Picasso,(Spanish),(1881),(1973),(Male),1968,Prints & Illustrated Books
Genghis Chan: Private Eye,Edward Paschke,(American),(1939),(2004),(Male),1997,Prints & Illustrated Books
"Staatsgalerie Stuttgart, Stuttgart, Germany, Elevation of gallery entrance and perspective of canopy from below",James Stirling,(British),(1926),(1992),(Male),1978,Architecture & Design
A partok elindulnak (The shores heading out),Lajos Kassák,(Hungarian),(1887),(1967),(Male),1925,Prints & Illustrated Books
First state of plate 5 (folio 33) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,(Czech),(1871),(1957),(Male),1926,Prints & Illustrated Books
Macumba,Claudia Andujar,(American),(1931),,(Female),1961,Photography
The Inside Is the Outside,Lygia Clark,(Brazilian),(1920),(1988),(Female),1963,Painting & Sculpture
Adirondack Chair,Robert Cumming,(American),(1943),,(Male),1988,Prints & Illustrated Books
"Charles Newington, Printer from The Rime of the Ancient Mariner",Patrick Procktor,(British),(1936),(2003),(Male),1976,Prints & Illustrated Books
"Santa Fe, New Mexico",Lee Friedlander,(American),(1934),,(Male),1995,Photography
Entomologist (Entomologe),Mieczyslaw Berman,(Polish),(1903),(1975),(Male),1935,Photography
Hubbe-related Study,Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1934-1935,Architecture & Design
Triumph of St. Valentine,Warrington Colescott,(American),(1921),,(Male),1963,Prints & Illustrated Books
Bill Graham Presents The New Generation and The Jaywalkers with The Charlatans,Wes Wilson,(American),(1937),,(Male),1966,Architecture & Design
Color Sphere in 7 Light Values and 12 Tones (Farbenkugel in 7 Lichtstufen und 12 Tönen),Johannes Itten,(Swiss),(1888),(1967),(Male),1921,Prints & Illustrated Books
Feltron Annual Reports,Nicholas Felton,(American),(1977),,(Male),2010,Architecture & Design
Manhole,Joseph Dankowski,(American),(1932),(2010),(Male),1969-1971,Photography
RUE DE VALOIS -- BALCON,Eugène Atget,(French),(1857),(1927),(Male),1899,Photography
"Dry Tide Pool, Point Lobos",Edward Weston,(American),(1886),(1958),(Male),1939,Photography
"Untitled (Gathering of Animals) [Tierversammlung], illustration to Robert Walser's ""Der Handelsmann"" (headpiece, folio 49) from the periodical Der Bildermann, supplement to vol. 1, no. 6 (Jun 1916)",August Gaul,(German),(1869),(1921),(Male),1916,Prints & Illustrated Books
Dissemination,Marco Maggi,(Uruguayan),(1957),,(Male),(2003),Drawings
"Half Lies, Paper Illusions (Medias Mentiras, Ilusiones de Papel)",Ximena Cuevas,(Mexican),(1963),,(Female),1983-1997,Media and Performance Art
Flower Window,Suzanne Hausammann,(American),(1937),,(Female),1957,Photography
"A gift for the master (Obsequio á el maestro) (plate 47, folio 47) from Los Caprichos",Francisco de Goya,(Spanish),(1746),(1828),(Male),1797-1799,Prints & Illustrated Books
HURRICANE SERIES,Joan Jonas,(American),(1936),,(Female),1979,Prints & Illustrated Books
Untitled from Black and Red Series (Série noire et rouge),Joan Miró,(Spanish),(1893),(1983),(Male),1938,Prints & Illustrated Books
Notation for Braun Jet,Nam June Paik,(American),(1932),(2006),(Male),1985,Fluxus Collection
Reticule of Love,Storm de Hirsch,(American),(1912),(2000),(Female),1963,Film
Untitled,Jan Stussy,(American),(1921),(1990),(Male),1970,Prints & Illustrated Books
Flowers,Arthur B. Davies,(American),(1862),(1928),(Male),1919-1920,Prints & Illustrated Books
Untitled,Walker Evans,(American),(1903),(1975),(Male),c. 1928,Photography
Untitled,Maryan S. Maryan,(American),(1927),(1977),(Male),1967,Prints & Illustrated Books
"Wingspread, Herbert F. Johnson House, Racine, WI",Frank Lloyd Wright,(American),(1867),(1959),(Male),1940,Architecture & Design
In-text plate (page 115) from LA RÉVOLTE DES ANGES,Kees van Dongen,(French),(1877),(1968),(Male),1946-1951,Prints & Illustrated Books
Texture II Drapery Fabric,Hugo Dreyfuss,(),,,(Male),c. 1952,Architecture & Design
Blues April 30 2000,Donald Sultan,(American),(1951),,(Male),2000,Prints & Illustrated Books
(Untitled),Hannes Schwarz,(Austrian),(1926),,(Male),1961,Prints & Illustrated Books
Tailpiece (page 118) from SAINTE MONIQUE,Pierre Bonnard,(French),(1867),(1947),(Male),1920-1930,Prints & Illustrated Books
Plate (folio 62) from ADVENTURES IN KU-TA-BA WA-DO,Gerald Jackson,(American),(1943),,(Male),1973,Prints & Illustrated Books
Eclipse,Gilda Mantilla,(Peruvian),(1967),,(Female),(2007),Drawings
Plate (page 77) from DISCOURS DE LA MÉTHODE,Roger Vieillard,(French),(1907),(1989),(Male),1948,Prints & Illustrated Books
"First Unitarian Church and School, Rochester, New York, Final version: elevation",Louis I. Kahn,(American),(1901),(1974),(Male),1961,Architecture & Design
Rome,Dan Weiner,(American),(1919),(1959),(Male),1954,Photography
Text panel from the series Fish Story,Allan Sekula,(American),(1951),(2013),(Male),1988-1995,Photography
El Corandero,Shalom Gorewitz,(American),(1949),,(Male),1979,Media and Performance Art
The Scribe Huanta,José Sabogal,(Peruvian),(1888),(1956),(Male),1930,Prints & Illustrated Books
"In-text plate (folio 4) from AMISH, Volume III",Stephen White,(American),(1948),,(Male),1968-1969,Prints & Illustrated Books
"LANDSCAPE - NEAR RED WING, MINNESOTA",Frank Gohlke,(American),(1942),,(Male),1973-1974,Photography
Saint-Cloud,Eugène Atget,(French),(1857),(1927),(Male),1923,Photography
"Man, Getting Up From a Chair",Matthias Mansen,(German),(1958),,(Male),1988,Prints & Illustrated Books
Tsubo Shape Jar,Shigeyoshi Morioka,(Japanese),(1941),,(Male),1981,Architecture & Design
Volksverband für Filmkunst München letterhead,Jan Tschichold,(Swiss),(1902),(1974),(Male),1920s,Architecture & Design
"Root, Hoch Skiport",Paul Strand,(American),(1890),(1976),(Male),1954,Photography
"Vignette next to ""White Foam"" (Vignette bei ""Weisser Schaum"") (headpiece, folio 42, verso) from Klänge (Sounds)",Vasily Kandinsky,(French),(1866),(1944),(Male),(1913),Prints & Illustrated Books
Liebelei,Max Ophuls,(German),(1902),(1957),(Male),1932,Film
"Lemke House, Berlin, Germany, Plan and elevation sketches",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1932-1933,Architecture & Design
Finger Pointing from The New York Collection for Stockholm,Roy Lichtenstein,(American),(1923),(1997),(Male),1973,Prints & Illustrated Books
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,(American),(1947),,(Female),(1984),Drawings
Tailpiece (page 204) from FABLES,Thomas Bewick,(British),(1753),(1828),(Male),1818,Prints & Illustrated Books
Owl (Boscoe),Peter Doig,(British),(1959),,(Male),2013,Prints & Illustrated Books
Untitled,U.S. Army Signal Corps,(American),,,(),1944-1945,Photography
No Title (You have a clear...),Raymond Pettibon,(American),(1957),,(Male),(1990),Drawings
Anissa's Dress,Ken Josephson,(American),(1932),,(Male),1970,Photography
Martha's Vineyard 11,Aaron Siskind,(American),(1903),(1991),(Male),1950,Photography
"Email correspondence between Kinmont and Dean MacGregor, “I wanted to ask you about Christopher D’Arcangelo….,”",Ben Kinmont,(American),(1963),,(Male),2008,Prints & Illustrated Books
New York Studio School letterhead,Herbert Matter,(American),(1907),(1984),(Male),c.1950,Architecture & Design
"Ahmedabad, India",Henri Cartier-Bresson,(French),(1908),(2004),(Male),1966,Photography
Garden of Memories,Charles Burchfield,(American),(1893),(1967),(Male),1917,Drawings
Untitled from the series Theme for an Aztec Moralist,David Salle,(American),(1952),,(Male),1983,Prints & Illustrated Books
C-B-1,Al Held,(American),(1928),(2005),(Male),1978,Painting & Sculpture
"Untitled from The seemingly literal, thus faithful (Version)",Justin Matherly,(American),(1972),,(Male),2012,Prints & Illustrated Books
"Avenue des Champs-Élysées, Paris",Henri Cartier-Bresson,(French),(1908),(2004),(Male),1968,Photography
"Cesar Lomellini Family, Colcampata, Cuzco",Martín Chambi,(Peruvian),(1891),(1973),(Male),1928,Photography
(Hypo crystals in tray),Edmund Teske,(American),(1911),(1996),(Male),1956,Photography
spcinvdrs shld 8x1001,Chad Ferber,(American),(1975),,(Male),2003,Drawings
LUXEMBOURG -- FONTAINE DE MÉDICIS,Eugène Atget,(French),(1857),(1927),(Male),1900,Photography
"Mechanical Orchestra, possibly at the Hardware Poet’s Playhouse, Yam Festival, May 6, 1963",Joe Jones,(American),(1934),(1993),(Male),1963,Prints & Illustrated Books
M,Klaudia Kemper,(Chilean),(1966),,(Female),1990,Media and Performance Art
Portrait of Peter,David Hockney,(British),(1937),,(Male),(1966),Drawings
MUSTARD (FRENCH'S) from the portfolio STAINS,Edward Ruscha,(American),(1937),,(Male),1969,Prints & Illustrated Books
Katamari Damacy,Keita Takahashi,(Japanese),(1975),,(Male),2003,Architecture & Design
"Gull's Nest, Late on Midsummer Night, Isle of Skye",Bill Brandt,(British),(1904),(1983),(Male),1947,Photography
Kom BV Vases,Vincent de Rijk,(Dutch),(1962),,(Male),1986,Architecture & Design
"Duplicate of plate from folio 4 verso (supplementary suite, plate 2) from ARDICIA",Pablo Palazuelo,(Spanish),(1916),(2007),(Male),1978,Prints & Illustrated Books
In-text plate (folio II) from THE HIDDEN BOY,Jay Bolotin,(American),(1949),,(Male),1984-1985,Prints & Illustrated Books
Untitled,David Wojnarowicz,(American),(1954),(1992),(Male),1990,Prints & Illustrated Books
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(1934),,(Male),1967,Architecture & Design
Untitled,George Woodman,(American),(1932),,(Male),1990,Drawings
Plate (facing page 114) from JOURNEYS AMONG THE DEAD,Eugène Ionesco,(French),(1909),(1994),(Male),1987,Prints & Illustrated Books
