last_name,first_name,birthday,gender,type,state,party
Lucas,Edward,1780-10-20,M,rep,VA,Jackson
Mann,Abijah,1793-09-24,,rep,NY,Jackson
Manning,Richard,1789-05-01,M,rep,SC,Jackson
Mason,John,1799-04-18,M,rep,VA,Jackson
Mason,Moses,1789-06-02,M,rep,ME,Jackson
Mason,William,1786-09-10,M,rep,NY,Jackson
McCarty,Johnathan,1795-08-03,,rep,IN,Anti Jacksonian
McComas,William,,M,rep,VA,Whig
McLene,Jeremiah,,M,rep,OH,Jackson
Miller,Jesse,,,rep,PA,Jackson
Miller,Rutger,1805-07-28,,rep,NY,Jackson
Page,Sherman,1779-05-09,,rep,NY,Jackson
Parker,James,1776-03-03,M,rep,NJ,Jackson
Parks,Gorham,1794-05-27,,rep,ME,Jackson
Patterson,William,,M,rep,OH,Jackson
Pearce,Dutee,1789-04-03,,rep,RI,Anti Masonic
Pearson,John,1800-10-25,M,rep,PA,Whig
Pettigrew,Ebenezer,1783-03-10,M,rep,NC,Whig
Peyton,Balie,1803-11-26,,rep,TN,Jacksonian
Pinckney,Henry,1794-09-24,M,rep,SC,Nullifier
Reynolds,Joseph,1785-09-14,M,rep,NY,Jackson
Roane,John,1766-02-09,M,rep,VA,Jackson
Robinson,John,1794-04-10,M,sen,IL,Democrat
Ruggles,John,1789-10-08,M,sen,ME,Democrat
Sanford,John,1798-08-28,M,rep,GA,Union Democrat
Schenck,Ferdinand,1790-02-11,,rep,NJ,Jackson
Schley,William,1786-12-15,M,rep,GA,Jacksonian
Seymour,William,1775-02-22,M,rep,NY,Jackson
Shepard,William,1799-05-14,M,rep,NC,Whig
Shinn,William,1782-10-24,M,rep,NJ,Jackson
Sickles,Nicholas,1801-09-11,M,rep,NY,Jackson
Sloane,Jonathan,,M,rep,OH,Anti Masonic
Spangler,David,1796-12-02,M,rep,OH,Whig
Steele,John,1796-02-22,M,rep,MD,Anti Jacksonian
Storer,Bellamy,1796-03-26,,rep,OH,Whig
Sutherland,Joel,1792-02-26,M,rep,PA,Jackson
Terrell,James,1806-11-07,M,rep,GA,
Thomson,John,1780-11-20,M,rep,OH,Jackson
Turner,James,1783-11-07,M,rep,MD,Jackson
Turrill,Joel,1794-02-22,M,rep,NY,Jackson
Wall,Garret,1783-03-10,,sen,NJ,Democrat
Wardwell,Daniel,1791-05-28,M,rep,NY,Jackson
Washington,George,1789-08-20,M,rep,MD,Anti Jacksonian
Wayne,James,,M,rep,GA,Jacksonian
White,Campbell,1787-11-30,,rep,NY,Jacksonian
White,Hugh,1773-10-30,M,sen,TN,Whig
White,Joseph,1781-05-10,M,rep,FL,
Wildman,Zalmon,1775-02-16,,rep,CT,Jackson
Dana,Judah,1772-04-25,,sen,ME,Jackson
Nicholas,Robert,,M,sen,LA,Democrat
Page,John,1787-05-21,M,sen,NH,Jackson
Parker,Richard,1783-12-27,M,sen,VA,Democrat
Spence,John,1788-02-29,M,sen,MD,Whig
Strange,Robert,1796-09-20,M,sen,NC,Democrat
Van Buren,Martin,1782-12-05,M,sen,NY,Jackson
Alexander,James,1789-10-17,M,rep,OH,Whig
Allen,Heman,1777-06-14,,rep,VT,Whig
Andrews,John,1803-05-29,M,rep,NY,Democrat
Beers,Cyrus,1786-06-21,,rep,NY,Democrat
Bicknell,Bennet,1781-11-14,,rep,NY,Democrat
Birdsall,Samuel,1791-05-14,M,rep,NY,Democrat
Boon,Ratliff,1781-01-18,,rep,IN,Democrat
Bouldin,James,,M,rep,VA,Democrat
Brodhead,John,1780-10-27,M,rep,NY,Democrat
Bronson,Isaac,1802-10-16,M,rep,NY,Democrat
Bruyn,Andrew,1790-11-18,M,rep,NY,Democrat
Buchanan,Andrew,1780-04-08,M,rep,PA,Democrat
Calhoon,John,,M,rep,KY,Whig
Cambreleng,Churchill,1786-10-24,,rep,NY,Democrat
Carter,Timothy,1800-08-18,M,rep,ME,Democrat
Chambers,John,1780-10-06,M,rep,KY,Whig
Chaney,John,1790-01-12,M,rep,OH,Democrat
Cheatham,Richard,1799-02-20,M,rep,TN,Whig
Cilley,Jonathan,1802-07-02,M,rep,ME,Democrat
Claiborne,John,1809-04-24,M,rep,MS,Democrat
Clay,Clement,1789-12-17,,sen,AL,Democrat
Cleveland,Jesse,1804-10-25,,rep,GA,Democrat
Clowney,William,1797-03-21,M,rep,SC,Nullifier
Coffin,Charles,1805-09-09,M,rep,OH,Whig
Cushman,Samuel,1783-06-08,M,rep,NH,Democrat
Cuthbert,Alfred,1785-12-23,M,sen,GA,Democrat
Darlington,Edward,1795-09-17,M,rep,PA,Anti Masonic
De Graff,John,1783-10-02,M,rep,NY,Democrat
Dunn,George,1794-11-15,M,rep,IN,Whig
Edwards,John,1781-08-06,M,rep,NY,Democrat
Ewing,John,1789-05-19,M,rep,IN,Whig
Farrington,James,1791-10-01,M,rep,NH,Democrat
Fletcher,Richard,1788-01-08,M,rep,MA,Democrat
Fry,Jacob,1802-06-10,M,rep,PA,Democrat
Gallup,Albert,1796-01-30,M,rep,NY,Democrat
Gholson,Samuel,1808-05-19,M,rep,MS,Democrat
Glascock,Thomas,1790-10-21,M,rep,GA,Democrat
Graham,William,1782-03-16,M,rep,IN,Whig
Grant,Abraham,1804-04-05,M,rep,NY,Democrat
Grantland,Seaton,1782-06-08,,rep,GA,Democrat
Gray,Hiram,1801-07-10,,rep,NY,Democrat
Grennell,George,1786-12-25,M,rep,MA,Whig
Haley,Elisha,1776-01-21,,rep,CT,Democrat
Hamer,Thomas,,M,rep,OH,Democrat
Harlan,James,1800-06-22,M,rep,KY,Whig
Harper,Francis,1800-03-05,,rep,PA,Democrat
Haynes,Charles,1784-04-15,M,rep,GA,Democrat
Herod,William,1801-03-31,M,rep,IN,Whig
Holsey,Hopkins,1779-08-25,,rep,GA,Democrat
Holt,Orrin,1792-03-13,,rep,CT,Democrat
Howard,Benjamin,1791-11-05,M,rep,MD,Democrat
Hubley,Edward,,M,rep,PA,Democrat
Hunter,William,,M,rep,OH,Democrat
Ingham,Samuel,1793-09-05,M,rep,CT,Democrat
Jackson,Jabez,,,rep,GA,Democrat
Kilgore,Daniel,,M,rep,OH,Democrat
Klingensmith,John,1786-03-26,M,rep,PA,Democrat
Lawler,Joab,1796-06-12,,rep,AL,Whig
Legaré,Hugh,1797-01-02,M,rep,SC,Democrat
Linn,Lewis,1796-11-05,M,sen,MO,Democrat
Logan,Henry,1784-04-14,M,rep,PA,Democrat
Loomis,Andrew,1797-06-27,M,rep,OH,Whig
Loomis,Arphaxed,1798-04-09,,rep,NY,Democrat
Lumpkin,Wilson,1783-01-14,,sen,GA,Democrat
Lyon,Francis,1800-02-25,,rep,AL,Whig
Martin,Joshua,1799-12-05,M,rep,AL,Democrat
Maury,Abram,1801-12-26,,rep,TN,Whig
May,William,,M,rep,IL,Democrat
McKim,Isaac,1775-07-21,M,rep,MD,Democrat
McKinley,John,1780-05-01,M,sen,AL,Democrat
Menefee,Richard,1809-12-04,M,rep,KY,Whig
Milligan,John,1795-12-10,M,rep,DE,Whig
Moore,Ely,1798-07-04,,rep,NY,Democrat
Morgan,William,1801-09-07,M,rep,VA,Democrat
Morris,Mathias,1787-09-12,,rep,PA,Whig
Mouton,Alexander,1804-11-19,M,sen,LA,Democrat
Muhlenberg,Henry,1782-05-13,M,rep,PA,Democrat
Murray,John,1806-01-25,M,rep,KY,Democrat
Noble,William,1788-09-22,M,rep,NY,Democrat
Norvell,John,1789-12-21,M,sen,MI,Democrat
Noyes,Joseph,1798-09-22,M,rep,ME,Whig
Owens,George,1786-08-29,M,rep,GA,Democrat
Palmer,John,1785-01-29,M,rep,NY,Democrat
Parker,Amasa,1807-06-02,,rep,NY,Democrat
Patterson,William,1789-06-04,M,rep,NY,Whig
Patton,John,1797-08-10,M,rep,VA,Democrat
Phelps,Lancelot,1784-11-09,,rep,CT,Democrat
Phillips,Stephen,1801-11-04,M,rep,MA,Whig
Potts,"David,",1794-11-27,,rep,PA,Anti Masonic
Prentiss,Samuel,1782-03-31,M,sen,VT,Whig
Prentiss,Seargent,1808-09-30,,rep,MS,Whig
Preston,William,1794-12-27,M,sen,SC,Whig
Reily,Luther,1794-10-17,M,rep,PA,Democrat
Richardson,John,1801-04-14,M,rep,SC,Democrat
Roane,William,1787-09-17,M,sen,VA,Democrat
Robertson,John,1787-04-13,M,rep,VA,Whig
Robinson,Edward,1796-11-25,M,rep,ME,Whig
Rumsey,Edward,1796-11-05,M,rep,KY,Whig
Sawyer,Samuel,,M,rep,NC,Whig
Sheffer,Daniel,1783-05-24,M,rep,PA,Democrat
Shepler,Matthias,1790-11-11,,rep,OH,Democrat
Shields,Ebenezer,1778-12-22,M,rep,TN,Whig
Sibley,Mark,,M,rep,NY,Whig
Smith,Francis,1806-11-23,,rep,ME,Democrat
Smith,Oliver,1794-10-23,M,sen,IN,Whig
Smith,Perry,1783-05-12,,sen,CT,Democrat
Snyder,Adam,1799-10-06,M,rep,IL,Democrat
Southgate,William,1800-11-27,M,rep,KY,Whig
Spencer,James,1781-04-26,M,rep,NY,Democrat
Standifer,James,,M,rep,TN,Whig
Stone,William,1791-01-26,M,rep,TN,Whig
Stuart,Archibald,1795-12-02,M,rep,VA,Democrat
Taylor,William,1791-10-12,M,rep,NY,Democrat
Titus,Obadiah,1789-01-20,,rep,NY,Democrat
Vail,Henry,,M,rep,NY,Democrat
Vanderveer,Abraham,,M,rep,NY,Democrat
Webster,Taylor,1800-10-01,,rep,OH,Democrat
Weeks,Joseph,1773-02-13,M,rep,NH,Democrat
Whittlesey,Elisha,1783-10-19,,rep,OH,Whig
Whittlesey,Thomas,1798-12-08,M,rep,CT,Democrat
Word,Thomas,,M,rep,MS,Whig
Young,Richard,1798-02-20,M,sen,IL,Democrat
Merrick,William,1793-10-25,M,sen,MD,Whig
Trotter,James,1802-11-05,M,sen,MS,Democrat
Williams,Thomas,1801-01-20,M,sen,MS,Democrat
Allen,John,,M,rep,OH,Whig
Allen,Judson,1797-04-03,,rep,NY,Democrat
Alvord,James,1808-04-14,M,rep,MA,Whig
Anderson,Hugh,1801-05-10,M,rep,ME,Democrat
Anderson,Simeon,1802-03-02,,rep,KY,Whig
Beatty,William,,M,rep,PA,Democrat
Beirne,Andrew,,M,rep,VA,Democrat
Betts,Thaddeus,1789-02-04,,sen,CT,Whig
Biddle,Richard,1796-03-25,M,rep,PA,Anti Masonic
Bond,William,1792-10-02,M,rep,OH,Whig
Brackenridge,Henry,1786-05-11,M,rep,PA,Whig
Brown,Anson,,,rep,NY,Whig
Bynum,Jesse,1797-05-23,,rep,NC,Democrat
Carr,John,1793-04-09,M,rep,IN,Democrat
Carroll,James,1791-12-02,M,rep,MD,Democrat
Carter,William,1792-10-22,M,rep,TN,Whig
Chapman,William,1808-08-11,M,rep,IA,Democrat
Chinn,Thomas,1791-11-22,M,rep,LA,Whig
Connor,Henry,1793-08-05,M,rep,NC,Democrat
Cooper,William,1793-02-20,M,rep,NJ,Democrat
Crabb,George,1804-02-22,M,rep,AL,Whig
Craig,Robert,,M,rep,VA,Democrat
Crary,Isaac,1804-10-02,M,rep,MI,Democrat
Crockett,John,1807-07-10,M,rep,TN,Whig
Curtis,Edward,1801-10-25,M,rep,NY,Whig
Davee,Thomas,1797-12-09,M,rep,ME,Democrat
Davies,Edward,,M,rep,PA,Anti Masonic
Davis,John,1788-08-07,M,rep,PA,Democrat
De La Montanya,James,1798-03-20,M,rep,NY,Democrat
Dennis,John,,M,rep,MD,Whig
Dickerson,Philemon,1788-01-11,,rep,NJ,Democrat
Dixon,Nathan,1774-12-13,M,sen,RI,Whig
Doe,Nicholas,1786-06-16,M,rep,NY,Whig
Downing,Charles,,M,rep,FL,
Earll,Nehemiah,1787-10-05,,rep,NY,Democrat
Ely,John,1774-10-08,M,rep,NY,Democrat
Fine,John,1794-08-26,M,rep,NY,Democrat
Fisher,Charles,1789-10-20,M,rep,NC,Democrat
Fletcher,Isaac,1784-11-22,M,rep,VT,Democrat
Galbraith,John,1794-08-02,M,rep,PA,Democrat
Garland,James,1791-06-06,M,rep,VA,Conservative
Garland,Rice,,,rep,LA,Whig
Graves,William,,M,rep,KY,Whig
Griffin,John,1789-08-13,M,rep,SC,Democrat
Grinnell,Moses,1803-03-03,M,rep,NY,Whig
Grundy,Felix,1777-09-11,,sen,TN,Democrat
Hammond,Robert,1791-04-28,M,rep,PA,Democrat
Hand,Augustus,1803-09-04,M,rep,NY,Democrat
Harrison,Albert,1800-06-26,M,rep,MO,Democrat
Hawes,Richard,1797-02-06,M,rep,KY,Whig
Hawkins,Micajah,1790-05-20,,rep,NC,Democrat
Henderson,John,1797-02-28,M,sen,MS,Whig
Hill,John,1797-04-09,M,rep,NC,Democrat
Hill,John,1800-07-18,M,rep,VA,Whig
Hillen Solomon,Solomon,1810-07-10,M,rep,MD,Democrat
Hoffman,Josiah,1793-05-03,M,rep,NY,Whig
Holleman,Joel,1799-10-01,M,rep,VA,Democrat
Holt,Hines,1805-04-27,,rep,GA,Whig
Howard,Tilghman,1797-11-14,,rep,IN,Democrat
Jackson,Thomas,1797-03-24,M,rep,NY,Democrat
Jenifer,Daniel,1791-04-15,M,rep,MD,Whig
Johnston,Charles,1793-02-14,M,rep,NY,Whig
Jones,Nathaniel,1788-02-17,M,rep,NY,Democrat
Kemble,Gouverneur,1786-01-25,,rep,NY,Democrat
Kempshall,Thomas,,M,rep,NY,Whig
Kille,Joseph,1790-04-12,M,rep,NJ,Democrat
Lawrence,Abbott,1792-12-16,,rep,MA,Whig
Leadbetter,Daniel,1797-09-10,M,rep,OH,Democrat
Leet,Isaac,,M,rep,PA,Democrat
Leonard,Stephen,1793-04-15,M,rep,NY,Democrat
Mallory,Meredith,1781-01-31,,rep,NY,Democrat
Marvin,Richard,1803-12-23,M,rep,NY,Whig
McCarty,William,,M,rep,VA,Whig
McClure,Charles,,M,rep,PA,Democrat
McCulloch,George,1792-02-22,M,rep,PA,Democrat
Mercer,Charles,1778-06-16,M,rep,VA,Whig
Mitchell,Charles,1806-02-18,M,rep,NY,Whig
Monroe,James,1799-09-10,M,rep,NY,Whig
Montgomery,William,1789-12-29,M,rep,NC,Democrat
Morris,Samuel,1786-09-01,M,rep,PA,Democrat
Naylor,Charles,1806-10-06,M,rep,PA,Whig
Palen,Rufus,1807-02-25,M,rep,NY,Whig
Parris,Virgil,1807-02-18,,rep,ME,Democrat
Paynter,Lemuel,,,rep,PA,Democrat
Peck,Luther,,M,rep,NY,Whig
Petrikin,David,1788-12-01,M,rep,PA,Democrat
Potter,William,1792-12-18,M,rep,PA,Democrat
Prentiss,John,1784-04-17,M,rep,NY,Democrat
Ramsey,William,1810-06-12,M,rep,PA,Democrat
Rariden,James,1795-02-14,M,rep,IN,Whig
Reed,John,1781-09-02,M,rep,MA,Whig
Ripley,Eleazar,1782-04-15,,rep,LA,Democrat
Rives,Francis,1792-01-14,,rep,VA,Democrat
Robinson,Thomas,,M,rep,DE,Democrat
Rogers,Edward,1787-05-30,M,rep,NY,Democrat
Russell,David,,M,rep,NY,Whig
Ryall,Daniel,1798-01-30,M,rep,NJ,Democrat
Samuels,Green,1806-02-01,,rep,VA,Democrat
Shepard,Charles,1808-12-05,M,rep,NC,Democrat
Smith,Albert,1793-01-03,M,rep,ME,Democrat
Smith,John,1789-08-12,M,rep,VT,Democrat
Southard,Samuel,1787-06-09,M,sen,NJ,Whig
Storrs,William,1795-03-25,M,rep,CT,Whig
Strong,Theron,1802-11-07,,rep,NY,Democrat
Swearingen,Henry,,M,rep,OH,Democrat
Tallmadge,Nathaniel,1795-02-08,M,sen,NY,Whig
Tappan,Benjamin,1773-05-25,M,sen,OH,Democrat
Taylor,Jonathan,,M,rep,OH,Democrat
Thompson,Waddy,1798-01-08,,rep,SC,Whig
Vanderpoel,Aaron,1799-02-05,M,rep,NY,Democrat
Vroom,Peter,1791-12-12,M,rep,NJ,Democrat
Wagener,David,1792-10-11,M,rep,PA,Democrat
Wagner,Peter,1795-08-14,M,rep,NY,Whig
Williams,Reuel,1783-06-02,,sen,ME,Democrat
Williams,Sherrod,,,rep,KY,Whig
Worthington,John,1788-11-01,M,rep,MD,Democrat
Anderson,Alexander,1794-11-10,M,sen,TN,Democrat
Graham,William,1804-09-05,M,sen,NC,Whig
Porter,Augustus,1798-01-18,M,sen,MI,Whig
Harrison,William,1773-02-09,M,sen,OH,Adams
Tyler,John,1790-03-29,M,sen,VA,
Alford,Julius,1799-05-10,,rep,GA,Whig
Allen,Elisha,1804-01-28,,rep,ME,Whig
Andrews,Landaff,1803-02-12,,rep,KY,Whig
Andrews,Sherlock,1801-11-17,,rep,OH,Whig
Appleton,Nathan,1779-10-06,M,rep,MA,Whig
Archer,William,1789-03-05,M,sen,VA,Whig
Arnold,Thomas,1798-05-03,M,rep,TN,Whig
Aycrigg,John,1798-07-09,M,rep,NJ,Whig
Babcock,Alfred,1805-04-15,M,rep,NY,Whig
Banks,Linn,1784-01-23,,rep,VA,Democrat
Barrow,Alexander,1801-03-27,M,sen,LA,Whig
Barton,Richard,,M,rep,VA,Whig
Bates,Isaac,1779-01-23,M,sen,MA,Whig
Bayard,Richard,1796-09-26,M,sen,DE,Whig
Beeson,Henry,1791-09-14,M,rep,PA,Democrat
Birdseye,Victory,1782-12-25,,rep,NY,Whig
Black,Henry,1783-02-25,M,rep,PA,Whig
Blair,Bernard,1801-05-24,,rep,NY,Whig
Boardman,William,1794-10-10,M,rep,CT,Whig
Borden,Nathaniel,1801-04-15,M,rep,MA,Whig
Bowne,Samuel,1800-04-11,M,rep,NY,Democrat
Brewster,David,1801-06-15,M,rep,NY,Democrat
Briggs,George,1796-04-12,M,rep,MA,Whig
Brockway,John,1801-01-31,M,rep,CT,Whig
Bronson,David,1800-02-08,M,rep,ME,Whig
Butler,Sampson,1803-01-03,,rep,SC,Democrat
Butler,William,1790-02-01,M,rep,SC,Whig
Butler,William,1791-04-19,M,rep,KY,Democrat
Caldwell,Greene,1806-04-13,,rep,NC,Democrat
Caldwell,Patrick,1801-03-10,M,rep,SC,Democrat
Calhoun,William,1796-12-29,M,rep,MA,Whig
Campbell,Thomas,,M,rep,TN,Whig
Caruthers,Robert,1800-07-31,M,rep,TN,Whig
Cary,George,,M,rep,VA,Democrat
Casey,Zadok,1796-03-07,,rep,IL,Ind. Democrat
Childs,Timothy,,M,rep,NY,Whig
Chittenden,Thomas,1788-08-30,M,rep,NY,Whig
Choate,Rufus,1799-10-01,M,sen,MA,Whig
Clark,John,1793-01-14,M,rep,NY,Whig
Clarke,Staley,1794-05-24,,rep,NY,Whig
Clayton,Thomas,,M,sen,DE,Whig
Clifford,Nathan,1803-08-18,M,rep,ME,Democrat
Cowen,Benjamin,1793-09-27,M,rep,OH,Whig
Cravens,James,1802-08-02,M,rep,IN,Whig
Crawford,George,1798-12-22,M,rep,GA,Whig
Cushing,Caleb,1800-01-17,,rep,MA,Whig
Dimock,Davis,1801-09-17,,rep,PA,Democrat
Doan,William,1792-04-04,M,rep,OH,Democrat
Doig,Andrew,1799-07-24,M,rep,NY,Democrat
Eastman,Ira,1809-01-01,,rep,NH,Democrat
Edwards,John,,M,rep,PA,Whig
Edwards,John,1804-06-24,M,rep,MO,Democrat
Egbert,Joseph,1807-04-10,M,rep,NY,Democrat
Evans,George,1797-01-12,M,sen,ME,Whig
Everett,Horace,1779-07-17,,rep,VT,Whig
Ferris,Charles,,M,rep,NY,Democrat
Floyd,Charles,,M,rep,NY,Democrat
Fornance,Joseph,1804-10-18,M,rep,PA,Democrat
Foster,A.,1802-09-17,,rep,NY,Whig
Foster,Thomas,1790-11-23,M,rep,GA,Whig
Fulton,William,1795-06-02,M,sen,AR,Democrat
Gamble,Roger,,M,rep,GA,Whig
Gates,Seth,1800-10-10,,rep,NY,Whig
Gerry,James,1796-08-14,M,rep,PA,Democrat
Goode,Patrick,1798-05-10,M,rep,OH,Whig
Granger,Francis,1792-12-01,,rep,NY,Whig
Greig,John,1779-08-06,M,rep,NY,Whig
Gustine,Amos,,,rep,PA,Democrat
Habersham,Richard,,M,rep,GA,Whig
Hall,Hiland,1795-07-20,,rep,VT,Whig
Halstead,William,1794-06-04,M,rep,NJ,Whig
Harris,William,1805-08-24,M,rep,VA,Democrat
Hastings,John,,M,rep,OH,Democrat
Hastings,William,1798-06-03,M,rep,MA,Whig
Hays,Samuel,1794-10-20,M,rep,VA,Democrat
Henry,Thomas,,M,rep,PA,Whig
Hook,Enos,1804-12-03,,rep,PA,Democrat
Houck,Jacob,1801-01-14,M,rep,NY,Democrat
Hunt,Hiram,1796-05-23,,rep,NY,Whig
Irwin,William,,M,rep,PA,Whig
Jack,William,1788-07-29,M,rep,PA,Democrat
James,Francis,1799-04-04,,rep,PA,Whig
Johnson,William,1806-01-14,M,rep,MD,Whig
Jones,Isaac,1806-11-01,M,rep,MD,Whig
Keim,George,1805-03-23,M,rep,PA,Democrat
Kerr,John,1780-01-15,M,sen,MD,Whig
Lawrence,Joseph,,M,rep,PA,Whig
Lincoln,Levi,1782-10-25,,rep,MA,Whig
Linn,Archibald,1802-10-15,M,rep,NY,Whig
Lowell,Joshua,1801-03-20,M,rep,ME,Democrat
Mallory,Francis,1807-12-12,,rep,VA,Whig
Marchand,Albert,1811-02-27,M,rep,PA,Democrat
Marshall,Alfred,,M,rep,ME,Democrat
Marshall,Thomas,1801-06-07,M,rep,KY,Whig
Mason,John,1815-05-09,M,rep,MD,Democrat
Mason,Samson,1793-07-24,,rep,OH,Whig
Mathiot,Joshua,1800-04-04,M,rep,OH,Whig
Mattocks,John,1777-03-04,M,rep,VT,Whig
Maxwell,John,1804-09-03,M,rep,NJ,Whig
Maynard,John,,M,rep,NY,Whig
McClellan,Abraham,1789-10-04,M,rep,TN,Democrat
McClellan,Robert,1806-10-02,M,rep,NY,Democrat
McKennan,Thomas,1794-03-31,M,rep,PA,Whig
McKeon,John,1808-03-29,M,rep,NY,Democrat
McRoberts,Samuel,1799-04-12,M,sen,IL,Democrat
Medill,William,,M,rep,OH,Democrat
Meriwether,James,1806-09-20,M,rep,GA,Whig
Miller,John,1781-11-25,M,rep,MO,Democrat
Mitchell,Anderson,1800-06-13,,rep,NC,Whig
Morehead,James,1797-05-24,M,sen,KY,Whig
Morgan,Christopher,1808-06-04,M,rep,NY,Whig
Morris,Calvary,1798-01-15,,rep,OH,Whig
Morrow,Jeremiah,1771-10-06,M,rep,OH,Whig
Newhard,Peter,1783-07-26,M,rep,PA,Democrat
Nisbet,Eugenius,1803-12-07,,rep,GA,Whig
Ogle,Charles,,M,rep,PA,Whig
Oliver,William,1792-10-15,M,rep,NY,Democrat
Osborne,Thomas,1798-07-08,M,rep,CT,Whig
Owsley,Bryan,1798-08-19,,rep,KY,Whig
Partridge,Samuel,1790-11-29,M,rep,NY,Democrat
Pendleton,Nathanael,1793-08-25,,rep,OH,Whig
Pickens,Francis,1805-04-07,,rep,SC,Democrat
Plumer,Arnold,1801-06-06,,rep,PA,Democrat
Pope,John,,M,rep,KY,Whig
Powell,Cuthbert,1775-03-04,,rep,VA,Whig
Proffit,George,1807-09-04,M,rep,IN,Whig
Ramsey,Robert,1780-02-15,M,rep,PA,Whig
Randall,Alexander,1803-01-03,M,rep,MD,Whig
Randall,Benjamin,1789-11-14,M,rep,ME,Whig
Randolph,Joseph,1803-03-14,M,rep,NJ,Whig
Rencher,Abraham,1798-08-12,M,rep,NC,Whig
Reynolds,John,1788-02-26,M,rep,IL,Democrat
Ridgway,Joseph,1783-05-06,M,rep,OH,Whig
Riggs,Lewis,1789-01-16,M,rep,NY,Democrat
Rives,William,1793-05-04,M,sen,VA,Whig
Rogers,James,1795-10-24,M,rep,SC,Democrat
Roosevelt,James,1795-12-14,M,rep,NY,Democrat
Russell,James,1786-11-10,M,rep,PA,Whig
Russell,William,,M,rep,OH,Whig
Saltonstall,Leverett,1783-06-13,,rep,MA,Whig
Sanford,John,1803-06-03,M,rep,NY,Democrat
Sergeant,John,1779-12-05,M,rep,PA,Whig
Sewall,Charles,,M,rep,MD,Democrat
Shaw,Tristram,1786-05-23,,rep,NH,Democrat
Shields,Benjamin,,M,rep,AL,Democrat
Simonton,William,1788-02-12,M,rep,PA,Whig
Slade,William,1786-05-09,M,rep,VT,Whig
Snyder,John,1793-01-29,M,rep,PA,Democrat
Sprigg,James,,M,rep,KY,Whig
Stokely,Samuel,1796-01-25,M,rep,OH,Whig
Stratton,Charles,1796-03-06,M,rep,NJ,Whig
Stuart,Alexander,1807-04-02,M,rep,VA,Whig
Sumter,Thomas,1809-11-14,M,rep,SC,Democrat
Sweeny,George,1796-02-22,M,rep,OH,Democrat
Taliaferro,John,,M,rep,VA,Whig
Tillinghast,Joseph,,M,rep,RI,Whig
Toland,George,1796-02-08,M,rep,PA,Whig
Tomlinson,Thomas,,M,rep,NY,Whig
Triplett,Philip,1799-12-24,M,rep,KY,Whig
Trotti,Samuel,1810-07-18,M,rep,SC,Democrat
Trumbull,Joseph,1782-12-07,M,rep,CT,Whig
Van Buren,John,1799-05-13,M,rep,NY,Democrat
Van Rensselaer,Henry,1810-05-14,M,rep,NY,Whig
Walker,Robert,1801-07-19,M,sen,MS,Democrat
Wallace,David,1799-04-24,M,rep,IN,Whig
Ward,Aaron,1790-07-05,M,rep,NY,Democrat
Warren,Lott,1797-10-30,,rep,GA,Whig
Washington,William,1813-02-07,M,rep,NC,Whig
Watterson,Harvey,1811-11-23,,rep,TN,Democrat
Westbrook,John,1789-01-09,M,rep,PA,Democrat
White,Edward,,M,rep,LA,Whig
White,Joseph,,M,rep,IN,Whig
Williams,James,1792-10-08,M,rep,MD,Democrat
Williams,Joseph,1810-10-23,M,rep,TN,Whig
Williams,Lewis,1782-02-01,M,rep,NC,Whig
Williams,Thomas,1789-09-28,M,rep,CT,Whig
Woodbridge,William,1780-08-20,M,sen,MI,Whig
Woodbury,Levi,1789-12-22,,sen,NH,Democrat
Yorke,Thomas,1801-03-25,M,rep,NJ,Whig
Young,Augustus,1784-03-20,M,rep,VT,Whig
Young,John,1802-06-12,M,rep,NY,Whig
Crafts,Samuel,1768-10-06,M,sen,VT,Whig
McDuffie,George,1790-08-10,M,sen,SC,Democrat
Sprague,William,1799-11-03,M,sen,RI,Whig
Wilcox,Leonard,1799-01-29,M,sen,NH,Democrat
Allen,William,1803-12-27,M,sen,OH,Democrat
Arrington,Archibald,1809-11-13,M,rep,NC,Democrat
Ashe,John,,M,rep,TN,Whig
Bagby,Arthur,,M,sen,AL,Democrat
Baker,Osmyn,1800-05-18,,rep,MA,Whig
Barnard,Daniel,1797-07-16,M,rep,NY,Whig
Beardsley,Samuel,1790-02-06,M,rep,NY,Democrat
Belser,James,1805-12-22,M,rep,AL,Democrat
Bidlack,Benjamin,1804-09-08,M,rep,PA,Democrat
Black,Edward,1806-10-30,M,rep,GA,Democrat
Blackwell,Julius,,,rep,TN,Democrat
Bossier,Pierre,1797-03-22,,rep,LA,Democrat
Bower,Gustavus,1790-12-12,,rep,MO,Democrat
Breese,Sidney,1800-07-15,,sen,IL,Democrat
Brengle,Francis,1807-11-26,,rep,MD,Whig
Brinkerhoff,Henry,1787-09-23,M,rep,OH,Democrat
Brown,Aaron,1795-08-15,M,rep,TN,Democrat
Brown,Jeremiah,1785-04-14,M,rep,PA,Whig
Burke,Edmund,1809-01-23,M,rep,NH,Democrat
Burnell,Barker,1798-01-30,,rep,MA,Whig
Campbell,John,,M,rep,SC,Democrat
Carpenter,Levi,1802-08-21,,rep,NY,Democrat
Cary,Jeremiah,1803-04-30,M,rep,NY,Democrat
Cary,Shepard,1805-07-03,,rep,ME,Democrat
Catlin,George,1808-08-24,M,rep,CT,Democrat
Causin,John,,M,rep,MD,Whig
Chappell,Absalom,1801-12-18,,rep,GA,Whig
