year,statement,,,
2002,"See also CIA paper dated January 11, 2002, entitled, ""Threat Tlireads: Most 11 Septem^r Plotters Still Under the Radar.""",,,
2002,"See also CIA paper dated January 11, 2002, entitled, ""Threat Threads: Mos^^Septeml^- Plotter^til^nder the Radar.""",,,
2002,"(T8/^^^|^^^^H^^TheCIApersonnel in Karachi reassured addressees that, in December20027^^lmil^^^AH the U.S. Consulate in Karachi took increased steps to protectU.S.Consulatepersonnelbasedonsimilarterroristthreatreporting.",,,
2002,"1386 14510 This cable also stated, ""As noted in several previous cables, in December 2002 j^BConsulate became aware of the thieat to Consulate officials.""",,,
2002,"Asdescribed,Hamzaal-ZubayrwaskilledinaSeptember2002raidagainstal-Qa'ida- related safehouses.",,,
2002,"...ThecellleaderwasarrestedinFebmaryof 2002,andaswebegin—atthatpoint,theothermembersofthecellbelievedthattheWestCoastplothadbeen cancelled[and]wasnotgoingforward...theleadguyisanested,whichdisruptsitinFebruaryof'02.""",,,
2002,"In 2002, we broke up a plot by KSM to hijack an airplane and flyitintothetallestbuildingontheWestCoast.""",,,
2002,"The Washington Post, ""Suspected Planner of 9/11 AttacksCapturedinPakistanafterGunfight""(09/14/2002) (""SomeinvestigatorshavetheorizedthatMoussaoui, whose laptop computer contained information about crop dusting, may have been part of a second wave of terror attacks or a back-up plan instead.",,,
2002,"""); The New York Post, ""2""^ Plot Tied to Moussaoui"" (09/06/2002) (""French officials reportedly are claiming that Zacarias Moussaoui was never meant tobethe '20'^ hijacker' but was tobepart of a 'second wave' of terror.",,,
2002,"""); The Los Angeles Times, ""Officials Skeptical as Detainees Say Sept. 11 was First in a Trio"" (10/01/2002) (""Tlie Sept. 11 attacks may have been planned as the first of three terrorist strikes in the United States, eachprogressively bigger and more devastating than thelast, U.S. officials saidMonday, citing recent interviews with captured A1 Qaeda operatives....",,,
2002,"O n January 17, 2002, the FBI publicly released a statement identifying Faruq al-Tunisi, aka Abderraouf Jdey, a Canadian citizen, as an al-Qa'ida operative possibly ""prepared to commit future suicide terrorist attacks.Intelligence indicates that al-Tunisi, who remains at large, withdrew from participating in al-Qa'ida operations.His whereabouts remain unknown.",,,
2002,ThisplotwasdisruptedwiththearrestofMasranbinArshadinJanuary2002.,,,
2002,"This arrest was unrelated to CIA detainee reporting.Bin Arshad claimed the effort had ""not advanced beyond the initial planning stages"" when KSM ""shelve[d] the plan"" in December 2001 when Richard Reid exposed the ""shoe bomb"" explosive method.Beginning in July 2002, while in the custody of a foreign government, and after the extensive use of rapport-building interrogation techniques,^^^^ bin Arshad provided detailed information on this ""Second Wave"" 1408 /\ugust 18, 2001, FBI Minneapolis Field Officer Memorandum referenced in Report of the Joint Inquiry into the Terrorist Attacks of September 11, 2001, by the House Permanent Select Committee on Intelligence and the Senate Select Committee on Intelligence.",,,
2002,"January 17, 2002, Federal Bureau of Investigation public release.",,,
2002,"Another Malaysian national associated with Masran bin Arshad, Zaini Zakaria, was identified by a foreign government as a potential operative seeking pilot training as early as July 2002.^^^^^ Zakaria was tasked with obtaining such training by al-Qa'ida, but failed to follow through with the tasking.Zakaria turned himself in to Malaysian authorities on December 18, 2002.",,,
2002,"Asnotedinthetext,Zakariaturnedhimselfinto Malaysian authorities on December 18,2002.",,,
2002,".. .The cell leader was anested in February of 2002, and as we begin—atthatpoint,theothermembersofthecellbelievedthattheWestCoastplothadbeencancelled[and] was notgoingforward...theleadguyisarrested,whichdisruptsitinFebruaryof '02.",,,
2002,"In 2002, we broke up a plot by KSM to hijack an airplane and fly it into the tallest buildingon the West Coast.""",,,
2002,"The CIA's June 2013 Response acknowledges that operatives involved in the ""Second Wave"" plot were arrested in 2002.",,,
2002,"2304 Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1,2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab 1).",,,
2002,"(From July through December 2002, foreign government reporting described KSM's use of Malaysians in the ""next wave attacks.""",,,
2002,"15359 1(11 11 III I imimiii Page 255 of 499 UNCLASSIFIED TOP SECRET// //NOFORN UNCLASSIFIED included Masran bin Arshad's information, provided while he was in foreign government custody, on his four-person Malaysian cell tasked by to be part of an operation targeting theWestCoastoftheUnitedStates,aswellasJuly2002reportingonMalaysiannationalZaini Zakaria seeking pilot training.",,,
2002,"Underquestioning,HjjjH[Person1] stated that Gunawan encouraged ||||[|||||||||| [Person 1] to pursue his interest in au-craft and ""attempted in late 2001 and early 2002 to recruit him for pilot training/^eMhecablej^^^^B[Per^ 1] deflected these requests from Page 256 of 499 UNCLASSIFIED I(II 11 III I I111!",,,
2002,"Information on the book was prominently available online in 2002, on, among otlier internet sites, the website of the book store associated with Moazzem Begg, a U.K. extremist who was arrested and transferred to U.S. i i ^ a r y custodyatGuantanamoBay,Cuba,in2002.",,,
2002,"""^""^^^) Additionalreportingon (242144Z AUG 04) A June 25, 2004, CIA Serial Flyer entitled, ""Guantanamo Bay Detainee Moazzem Begg's Links to Active Operatives,"" states that, after being captured in Febniary 2002 and being held in U.S. military custody, ""Begg has been cooperative in debriefings and has provided background information and descriptions of a numberof his past associates that have helped shed light on the extent of the Islamic extremist network in the United Kingdom and its ties to al-Qa'ida.""",,,
2002,"In February 2002, Moazzem Begg was arrested at an al-Qa'ida safe house in Islamabad, Pakistan, and subsequently transferred to U.S. military custody at Guantanamo Bay, Cuba.^""^^^ While still in Pakistani custody, Begg provided reporting on U.K.- based extremists in the context of terrorist training camps, including information on an individual who would play a key role in ""Issa's"" identification and capture, ""Sulayman"" (variant Sulyman).^""^^^ In May 2002, the CIA was seeking to learn more about ""Sulyman.",,,
2002,"Beginning in mid-2002, there was increasing intelligence reporting on one or more U.K.-based individuals referred to as ""Issa"" who were connected to KSM and possibly planning attacks in the United Kingdom.This reporting resulted in efforts by U.K. autho^es to identify and locate this ""Issa.",,,
2002,"""^'^^^ In August 2002,and again in October 2002, [foreign partner] informed the CIA that it was seeking to identify a U.K.-based ""Abu Issa"" who was reportedly ""an English speaker and trusted [terrorist] operative.",,,
2002,"""^'^^'^ In September 2002, an email address (""Lazylozy"") was recovered during raids related to the capture of Ramzi bin al-Shibh that would later be found to be in their knees.""",,,
2002,"An Internet archive search for the title of tlie book, ""The Amiy of Madinah in Kaslunir,"" found the book prominently advertised among the ""Recommended Products"" in 2002 on the website for the Maktabah al- Ansar bookstore (www.maktabah.net/books/images/kashmir.jpg: internet archive 2002).",,,
2002,"The website archive from 2002 states that the author ""Esa al-Hindi"" converted ""to Islam at the age of 20"" and recalls his ""personal experience in occupied Kashmir fighting the Indian forces.""",,,
2002,"14083 DIRECTOR I ; DIRECTOR| DIRECTOR DIRECTOR| 1490im illll 77599, See2002reportingdetailedintlieVolumeIIintelligencecluonology.",,,
2002,"The information compiled by the CIA included an August 2002 report (um'elated to the CIA s Detention and Inten*ogation Program) that stated that a U.K. national ""Abu Issa Al-Pakistani"" was slated by al-Qa'ida for ""terrorist operations against foreign targets.",,,
2002,"280438Z ( 2 8 a 7 4 6 Z M A Y 0 3 ^ ^ ^ ^ ^ ^ ^ TOP Page 269 of 499 UNCL A SSIFIED TOP SECRETM y/NOFORN UNCLASSIFIED likely Nisar Jalal, based on reporting from U.S military detainee Moazzem BeggJ^^"" Ujaama provided the FBI with the name of the U.K. law office where Sulyman (aka Nisar Jalal) worked, which matched reporting provided to the CIA by H [foreign partner] authorities in 2002.^^^^ On June 2, 2003, KSM was shown a sketch of Issa al-Hindi provided to the CIA by the FBI and based on reporting by James Ujaama.",,,
2002,"""'^^^ AcablefromtheCIA's ALEC Station stated that ""KSM appears to have knowingly led us astray on this potentially 77599 2002 280438Z|280746Z MAY03),••• 77599,^^•||2002| Ujaamaprovided detailed information on Issa al-Hindi, including a description, biographical data, and information on Issa al-Hindi's contacts, which could be used to locate and identify Issa al-Hindi.",,,
2002,"T h e next day, March 18, 2003, KSM stated that in February 2002 he tasked the ""truck driver"" to procure specialized machine tools that would be useful to al-Qa'ida to loosen the nuts and bolts of suspension bridges in the United States.",,,
2002,"According to KSM, in March 2002, the ""truck driver"" asked Mansour Khan [son of Maqsood Khan]^^^^ to inform KSM that he (the ""truck driver"") could not find such tools.",,,
2002,"Among other documents, see CIA Headquarters document, entitled, ""OPERATIONAL DEVELOPMENTS AGAINST GLOBAL SUNNI EXTREMIST TERRORISM,"" dated, ""14 January 2002 1630 Hours""; CIA Headquarters document, entitled, ""OPERATIONAL DEVELOPMENTS AGAINST GLOBAL SUNNI Page 285 of 499 UNCLASSIFIED UNCLASSIFIED TOP S E C R E ^ V — Richard Reid attempted to detonate a shoe bomb on a flight from Paris, France, to Miami, Florida.",,,
2002,"January 2002 1630 Hours""; ALEC (142334Z MAY 03); and See intelligence chronology in Volume II and multiple open source reports, as well as Department of Justice materials, includmg United States v. Richard Reid IndxcXm^ni, U.S. District Court, District ofMassachusetts January16,2002.",,,
2002,"See intelligence chronology in Volume 11, including CIA Headquarters document, entitled ""OPERATIONAL DEVELOPMENTS AGAINST GLOBAL SUNNI EXTREMIST TERRORISM "" dated ""9 Anril 2002 1630 Hours.""",,,
2002,"See,amongotherCIArecords,CIAHeadquartersdocument,entitled,""OPERATIONAL DEVELOPMENTS AGAINST GLOBAL SUNNI EXTREMIST TERRORISM,"" dated ""14 January 2002 1630 Hours.""",,,
2002,"See, for example, CIA Headquarters document, entitled, ""OPERATIONAL DEVELOPMENTS AGAINST GLOBAL SUNNI EXTREMIST TERRORISM,"" dated, ""14 January 2002 1630 Hours.""",,,
2002,"xhe CIA also credited Abu Zubaydali, who was captured in March 2002, wltli identifying Richard Reid, who was aiTested in December 2001.",,,
2002,"Prior to any reporting from CIA detainees, and as early as January 14, 2002, the FBI informed the CIA that Richard Reid ""had an unidentified partner who allegedly backed out of the operation at the last minute.",,,
2002,"The CIA's June 2013 Response addresses only one of two documented efforts by the FBI in January 2002 to inform the CIA that Richard Reid had ""an unidentified partner who allegedly backed out of the operation at the last minute.""",,,
2002,"2303 Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Intenogation of al Qaeda Operative (DTS #2009-1810, Tab 1).",,,
2002,"In April 2002, a reliable CIA source—who had warned of the Richard Reid shoe-bomb attack weeks before it occurred—reported that, in addition to Richard Reid, ""another operative existed.""",,,
2002,"See CIA Headquarters document, entitled, ""OPERATIONAL DEVELOPMENTS AGAINST GLOBAL SUNNI EXTREMIST TERRORISM,"" dated, ""14 January 2002 1630 Hours.""",,,
2002,"The CIA's June 2013 Response nonedieless states that ""[t]here is no reference to this possibilityjo^^ossibl^econdop^ in official communications Page 290 of 499 UNCLASSIFIED Kii 111 III I Inil IIII11 TOP SECRET// //NOFORN UNCLASSIFIED corroborated by a credible CIA source prior to any reporting from the CIA's Detention and Interrogation P r o g r a m I n July 2002, a foreign government reported that pre-paid phone cards recovered by the FBI from Richard Reid upon his arrest were used by an individual named SajidBadattocallaknownterrorist,NizarTrabelsi.^^^^ FBIinterviewsofTrabelsi—officially relayed to the CIA in July 2002—reported that ""L. Badad Sajid"" was ""involved in operations targeting American interests.",,,
